# 0b7e170c-4ac2-4650-9e27-73e94ef8bc21
# da39a3ee5e6b4b0d3255bfef95601890afd80709
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
551.9878802; 89661.6273029; 43185.2588387; -2.3634727; -0.1712994; 4.7535656; 0.3141963
553.9878363; 89662.7566976; 43183.5609143; -2.7544471; -0.2031709; 4.8839680; 0.4338546
555.9877924; 89663.0665218; 43181.6479955; 3.0416050; -0.2898184; 5.0585100; 0.6625743
557.9877485; 89662.4007638; 43179.8384594; 2.5779418; -0.1788533; 5.3140157; 1.7404486
559.9877046; 89661.0666302; 43178.3159886; 2.2880907; -0.1091142; 5.9329929; 2.0704836
561.9876607; 89659.4606181; 43177.1377386; 2.1388106; -0.0495586; 6.5941002; 3.2499797
563.9876168; 89657.7220504; 43176.1292740; 2.0555309; -0.0415336; 7.5154368; 3.5025829
565.9875729; 89655.9093787; 43175.2702756; 1.9724823; -0.0334482; 8.3959404; 1.4069852
567.9875289; 89654.0493603; 43174.5241555; 1.9450067; 0.0055092; 8.7246565; -2.1814600
569.9874850; 89652.1825178; 43173.7520614; 1.9922157; 0.0401278; 8.2093839; -3.6866714
571.9874411; 89650.4119994; 43172.8441814; 2.1097075; 0.0768236; 7.2558681; -3.9763265
573.9873972; 89648.7976426; 43171.6761099; 2.2962322; 0.1116478; 6.0615728; -1.3152516
575.9873533; 89647.4680198; 43170.1736446; 2.5455676; 0.1364747; 5.6108621; 0.3312916
577.9873094; 89646.5966270; 43168.3816494; 2.8278848; 0.1246240; 5.7277318; 1.6231756
579.9872655; 89646.2012231; 43166.4656644; 3.0645959; 0.1987893; 6.2689290; 2.1206435
581.9872216; 89646.5521282; 43164.5436828; -2.6933249; 0.2175533; 6.9124423; 1.5167867
583.9871776; 89647.6761720; 43162.9085827; -2.4245831; 0.0913409; 7.3381791; 1.3500882
585.9871337; 89649.1779683; 43161.4658400; -2.2467113; 0.0912957; 7.6973441; 1.2383301
587.9870898; 89650.8229838; 43160.3937922; -2.0397879; 0.1223635; 8.0126349; 1.0002344
589.9870459; 89652.6887024; 43159.7052093; -1.8195283; 0.0912058; 8.2585210; 0.0186899
591.9870020; 89654.6400696; 43159.3662068; -1.6699779; 0.0797107; 8.2630458; -0.9451258
593.9869581; 89656.6558975; 43159.3481685; -1.4800243; 0.1077019; 8.0310339; -2.1890398
595.9869142; 89658.6923563; 43159.7340285; -1.3051106; 0.0616606; 7.4660257; -2.1355328
597.9868703; 89660.6122645; 43160.3770127; -1.1726381; 0.1359925; 6.8701962; -1.0163585
599.9868264; 89662.0778114; 43161.4627278; -0.6133699; 0.2942128; 6.5676671; 2.5591640
601.9867824; 89663.0414444; 43163.2605454; -0.4915130; -0.0592240; 7.3055241; -0.2193546
603.9867385; 89664.0157891; 43164.9762331; -0.5158453; 0.0222595; 7.2452248; -3.0453835
605.9866946; 89664.9938335; 43166.8701957; -0.4439063; 0.0050549; 6.3491744; -4.3643702
607.9866507; 89665.8896402; 43168.5768375; -0.5945935; -0.2367371; 4.7806818; -0.7746195
609.9866068; 89667.4535471; 43169.6351310; -1.3778944; -0.2808540; 4.4448294; 3.2159508
611.9865629; 89669.4095329; 43169.6792415; -1.6587596; -0.0777511; 5.7113947; 2.6577520
613.9865190; 89671.4411545; 43169.3555379; -1.7994285; -0.0741322; 6.5765343; 2.3789089
615.9864751; 89673.3529430; 43168.7380255; -1.9773712; -0.1003759; 7.2640368; 1.9737425
617.9864311; 89675.1021424; 43167.7788914; -2.1611123; -0.0818867; 7.7885189; 1.8774708
619.9863872; 89676.6666957; 43166.5478633; -2.3143145; -0.0824224; 8.2565578; 1.7924170
621.9863433; 89678.0147061; 43165.0652446; -2.4996650; -0.1018580; 8.6798765; 1.2981565
623.9862994; 89679.0454074; 43163.3516091; -2.6992599; -0.0990738; 8.9740052; 1.1555179
625.9862555; 89679.7150988; 43161.4608283; -2.9044724; -0.1005036; 9.2279325; 0.8597041
627.9862116; 89679.9961455; 43159.4850482; -3.0918567; -0.0878191; 9.4124109; -0.4158063
629.9861677; 89679.9167625; 43157.4759735; 3.0082177; -0.0993879; 9.3236415; -1.3387032
631.9861238; 89679.4499713; 43155.5556964; 2.7923520; -0.1142815; 9.0319209; -2.6550595
633.9860798; 89678.5637473; 43153.7714143; 2.5721372; -0.1045461; 8.4235142; -0.4026518
635.9860359; 89677.3288482; 43152.2043853; 2.3831055; -0.0849508; 8.3273657; 0.2915066
637.9859920; 89675.8323579; 43150.8615353; 2.2251887; -0.0726068; 8.3970840; 0.7210057
639.9859481; 89674.1744798; 43149.7629262; 2.0894382; -0.0648411; 8.5670870; 1.1495521
641.9859042; 89672.3707539; 43148.8809675; 1.9636130; -0.0591334; 8.8313695; 2.1199781
643.9858603; 89670.5080978; 43148.2249716; 1.8611454; -0.0413934; 9.2990759; 2.0566610
645.9858164; 89668.5820270; 43147.7173785; 1.8038432; -0.0181525; 9.7313553; 0.2541906
647.9857725; 89666.6221560; 43147.2800705; 1.7811163; -0.0052806; 9.7834563; -2.4956485
649.9857285; 89664.6608346; 43146.8619232; 1.7863698; 0.0112869; 9.2592463; -4.1653220
651.9856846; 89662.6767557; 43146.3902166; 1.8294675; 0.0342672; 8.3109999; -6.4544548
653.9856407; 89660.7739641; 43145.7855511; 1.9465814; 0.0933026; 6.5768889; -1.6498941
655.9855968; 89659.0091319; 43144.7980628; 2.2622014; 0.2351378; 6.0544228; 1.4604883
657.9855529; 89657.9252579; 43143.3056796; 2.7411604; 0.1674194; 6.5190383; 2.4976611
659.9855090; 89657.3157608; 43141.3924853; 2.8814826; 0.0290061; 7.2448800; 2.4337729
661.9854651; 89656.8324892; 43139.3802744; 2.9269374; 0.0198277; 7.8881660; 3.0702307
663.9854212; 89656.4575276; 43137.4098148; 2.9868497; 0.0396713; 8.6315593; 2.8316757
665.9853773; 89656.2333896; 43135.4283510; 3.0657173; 0.0251294; 9.2644628; 2.3739417
667.9853333; 89656.1056191; 43133.4349250; 3.0760336; -0.0146951; 9.7634947; -4.1563578
669.9852894; 89655.9340265; 43131.4314480; 3.0310046; -0.0303829; 8.8713450; -4.6470441
671.9852455; 89655.6391613; 43129.4387366; 2.9520296; -0.0496919; 7.7532570; -3.9321548
673.9852016; 89655.1488427; 43127.5146487; 2.8186755; -0.0915477; 6.6621859; -0.9044677
675.9851577; 89654.3139237; 43125.7161671; 2.5768248; -0.1454143; 6.3848986; 1.8311233
677.9851138; 89653.0419750; 43124.2238527; 2.3009446; -0.1279933; 6.9347864; 1.9579675
679.9850699; 89651.4096625; 43123.0731173; 2.0797683; -0.0970585; 7.4781656; 1.8706230
681.9850260; 89649.5502276; 43122.2608576; 1.8849873; -0.0961730; 7.9627437; 1.5192253
683.9849820; 89647.5986932; 43121.8261227; 1.6955077; -0.0946236; 8.3355897; 1.3762223
685.9849381; 89645.6060576; 43121.7660367; 1.5080950; -0.0900403; 8.6594933; 1.3366775
687.9848942; 89643.6370780; 43122.0599265; 1.3419339; -0.0756898; 8.9628911; 1.3549223
689.9848503; 89641.7259251; 43122.6496172; 1.2061655; -0.0605032; 9.2602909; 1.6812338
691.9848064; 89639.8907325; 43123.4739589; 1.0932395; -0.0537352; 9.6165365; 2.0468077
693.9847625; 89638.1623332; 43124.4905064; 0.9843406; -0.0553604; 10.0331862; 2.6251394
695.9847186; 89636.5704302; 43125.6802750; 0.8734375; -0.0558417; 10.5434886; 3.6063011
697.9846747; 89635.1142810; 43127.0345455; 0.7753385; -0.0399343; 11.2066962; 4.3373658
699.9846307; 89633.7705682; 43128.4976327; 0.7167750; -0.0209159; 11.9557151; 5.0668548
701.9845868; 89632.4710505; 43130.0398046; 0.6877966; -0.0089983; 12.7752142; 6.0041141
703.9845429; 89631.2136860; 43131.5928482; 0.6750365; -0.0039291; 13.6829100; 6.7053418
705.9844990; 89629.9661741; 43133.1604087; 0.6696646; -0.0026472; 14.6302018; 7.3174440
707.9844551; 89628.7287497; 43134.7325645; 0.6638121; -0.0029256; 15.5984595; 7.7121867
709.9844112; 89627.5006177; 43136.3102191; 0.6596897; -0.0012060; 16.5577779; 7.6935074
711.9843673; 89626.2741774; 43137.8935714; 0.6589833; 0.0005067; 17.4623412; 7.0168336
713.9843234; 89625.0479923; 43139.4732672; 0.6617372; 0.0022211; 18.2482898; 0.8866583
715.9842794; 89623.8132495; 43141.0497454; 0.6676000; 0.0036481; 18.3452074; -6.0585581
717.9842355; 89622.5703297; 43142.6143939; 0.6742369; 0.0016368; 17.6723777; -9.9268868
719.9841916; 89621.3231420; 43144.1743429; 0.6732135; -0.0026075; 16.5107922; -9.3557402
721.9841477; 89620.0828585; 43145.7419588; 0.6642276; -0.0063635; 15.3357139; -8.5182545
723.9841038; 89618.8630559; 43147.3251175; 0.6470932; -0.0111834; 14.1813910; -7.7513583
725.9840599; 89617.6771111; 43148.9377016; 0.6193593; -0.0164878; 13.0425112; -6.9665897
727.9840160; 89616.5465836; 43150.5860595; 0.5812694; -0.0216027; 11.9264979; -5.9131989
729.9839721; 89615.4902783; 43152.2791486; 0.5320540; -0.0282417; 10.8898611; -5.0844565
731.9839281; 89614.5254848; 43154.0392818; 0.4683484; -0.0370503; 9.9121993; -4.1069222
733.9838842; 89613.7031902; 43155.8705371; 0.3658121; -0.0669207; 9.0456822; -5.0300569
735.9838403; 89613.1428556; 43157.7837970; 0.1874079; -0.1155845; 7.8552264; -4.6629392
737.9837964; 89613.0298948; 43159.7676403; -0.0850307; -0.1442226; 6.5614963; -1.1071186
739.9837525; 89613.4698869; 43161.7263295; -0.3531054; -0.1328604; 6.2148899; -0.8207886
741.9837086; 89614.4494244; 43163.5274699; -0.6458361; -0.1434532; 5.9448948; 0.0759731
743.9836647; 89615.8306129; 43164.8841913; -0.9681486; -0.2309831; 5.9703987; 1.9084793
745.9836208; 89617.6278373; 43165.5589478; -1.4347159; -0.1915018; 6.5787089; 1.4465626
747.9835769; 89619.6203270; 43165.4849244; -1.7677672; -0.1495280; 7.0046794; 1.1698921
749.9835329; 89621.5265476; 43164.8358736; -2.0072136; -0.0901457; 7.3310981; 1.1661957
751.9834890; 89623.2932971; 43163.8188694; -2.1774651; -0.0851192; 7.6426226; 1.3506939
753.9834451; 89624.8329966; 43162.5348065; -2.3558369; -0.0893926; 7.9882624; 1.7189630
755.9834012; 89626.1081985; 43161.0247817; -2.5186429; -0.0717104; 8.4076178; 2.0921828
757.9833573; 89627.1676522; 43159.3314687; -2.6387479; -0.0493274; 8.8913770; 3.0712552
759.9833134; 89628.0498597; 43157.5410428; -2.7243951; -0.0361444; 9.5572661; 3.9399120
761.9832695; 89628.8016598; 43155.6889074; -2.7834797; -0.0237684; 10.3489438; 4.8621442
763.9832256; 89629.4656587; 43153.7979431; -2.8210206; -0.0138748; 11.2493906; 6.2910295
765.9831816; 89630.0802387; 43151.8912375; -2.8333441; 0.0016587; 12.3171569; 1.6060655
767.9831377; 89630.7004642; 43149.9869303; -2.8165082; 0.0121315; 12.5752326; -4.5756434
769.9830938; 89631.3629836; 43148.1048446; -2.7884224; 0.0161029; 11.8251555; -3.8839202
771.9830499; 89632.0936087; 43146.2396176; -2.7433717; 0.0296232; 11.1489445; -3.4682476
773.9830060; 89632.9276295; 43144.4320503; -2.6710645; 0.0419863; 10.5083908; -3.0696363
775.9829621; 89633.9145071; 43142.6904064; -2.5784105; 0.0499215; 9.9069673; -2.6887273
777.9829182; 89635.0533774; 43141.0762957; -2.4742969; 0.0545787; 9.3484399; -2.3962135
779.9828743; 89636.3995850; 43139.5513186; -2.3612770; 0.0594656; 8.8209231; -2.0716018
781.9828303; 89637.9046006; 43138.2255468; -2.2126082; 0.0962942; 8.3380129; -4.4767263
783.9827864; 89639.6566651; 43137.2306087; -1.9302232; 0.1880977; 7.1844240; -3.1146035
785.9827425; 89641.5684605; 43136.9290715; -1.5251390; 0.1821814; 6.2576199; -0.8094956
787.9826986; 89643.5328304; 43137.3280159; -1.2381799; 0.1149273; 5.9933210; -0.4159694
789.9826547; 89645.3627302; 43138.2347645; -0.9645532; 0.1723999; 5.8528673; 0.1243356
791.9826108; 89646.6626530; 43139.6392313; -0.4926909; 0.2619774; 5.8952003; 1.0480130
793.9825669; 89647.2205406; 43141.4934987; -0.1289373; 0.1508623; 6.2406207; 1.6134401
795.9825230; 89647.1684754; 43143.5409132; 0.1762509; 0.1258574; 6.7378754; 1.7827251
797.9824790; 89646.6311661; 43145.4739730; 0.3391046; 0.0444943; 7.2477382; 2.6316178
799.9824351; 89645.8966741; 43147.3561528; 0.4038398; 0.0346326; 7.9407776; 3.4182400
801.9823912; 89645.0482086; 43149.1518978; 0.4810345; 0.0385474; 8.7594868; 4.8227489
803.9823473; 89644.0653061; 43150.8943688; 0.5402494; 0.0208340; 9.7989378; 5.9192184
805.9823034; 89643.0087283; 43152.5930538; 0.5695172; 0.0106832; 10.9405455; 6.8391757
807.9822595; 89641.9172785; 43154.2667501; 0.5840366; 0.0048259; 12.1264849; 7.3749266
809.9822156; 89640.8065978; 43155.9296899; 0.5936766; 0.0048219; 13.2872381; 7.5830544
811.9821717; 89639.6776736; 43157.5851552; 0.6032999; 0.0047651; 14.3834018; 7.7280528
813.9821278; 89638.5351046; 43159.2266848; 0.6128102; 0.0046045; 15.4205635; 7.1324320
815.9820838; 89637.3763283; 43160.8600299; 0.6208853; 0.0034518; 16.3194020; 1.2707739
817.9820399; 89636.2120216; 43162.4775497; 0.6264257; 0.0020059; 16.4744003; -2.8760793
819.9819960; 89635.0402199; 43164.0918018; 0.6293415; 0.0031159; 16.1214702; -7.1207392
821.9819521; 89633.8530674; 43165.6996601; 0.6460779; 0.0133863; 15.2124774; -6.5634472
823.9819082; 89632.6237125; 43167.2787474; 0.6777409; 0.0166176; 14.3236259; -6.0774028
825.9818643; 89631.3333889; 43168.8263696; 0.7127349; 0.0179263; 13.4483151; -5.5325663
827.9818204; 89629.9898854; 43170.3240245; 0.7504715; 0.0204118; 12.5987063; -5.0872315
829.9817765; 89628.5856348; 43171.7622719; 0.7992851; 0.0285985; 11.7634570; -4.7925084
831.9817325; 89627.1522212; 43173.0742935; 0.8650215; 0.0481484; 10.9183016; -4.6208352
833.9816886; 89625.5453006; 43174.2866909; 0.9896607; 0.0657671; 10.0362530; -4.4009716
835.9816447; 89623.8121783; 43175.3104578; 1.0676888; 0.0167725; 9.1171747; -5.5422033
837.9816008; 89622.0032830; 43176.2951690; 1.0616350; -0.0294115; 7.8073393; -6.8342121
839.9815569; 89620.3676508; 43177.3313932; 0.9190003; -0.1266089; 5.7981289; -1.8722238
841.9815130; 89619.1186178; 43178.8260566; 0.3923387; -0.3473116; 5.1117089; -0.2778021
843.9814691; 89618.8845936; 43180.7324185; -0.0767635; -0.1561412; 5.0018381; 0.2553871
845.9814252; 89619.3519877; 43182.7682366; -0.3710087; -0.1410553; 5.1029315; 0.8594856
847.9813812; 89620.3354123; 43184.5046536; -0.6631328; -0.1515258; 5.4293441; 1.0737537
849.9813373; 89621.7861749; 43185.8659768; -0.9702866; -0.1498420; 5.8114282; 1.2995782
851.9812934; 89623.5763067; 43186.7343521; -1.2694119; -0.1541437; 6.2426674; 1.3164478
853.9812495; 89625.5587137; 43187.0482721; -1.5405948; -0.1080115; 6.6510579; 1.6200616
855.9812056; 89627.5564447; 43186.9240500; -1.7130847; -0.0749553; 7.1215641; 2.3074933
857.9811617; 89629.4998208; 43186.4976728; -1.8589810; -0.0705045; 7.7425090; 4.1004979
859.9811178; 89631.3506553; 43185.8158295; -1.9812163; -0.0488366; 8.7377387; 2.7974196
861.9810739; 89633.1531010; 43184.9501807; -2.0431039; -0.0104300; 9.3561483; -0.4207985
863.9810299; 89634.9481456; 43184.0394587; -2.0245429; 0.0286855; 9.2657624; -2.8548458
865.9809860; 89636.8069038; 43183.2227366; -1.9354048; 0.0589731; 8.6275849; -2.3852458
867.9809421; 89638.7164189; 43182.6452159; -1.7852632; 0.0802207; 8.0557090; -1.1644311
869.9808982; 89640.6705363; 43182.3704867; -1.6408222; 0.0656501; 7.7612386; 3.3020078
871.9808543; 89642.6688814; 43182.3748051; -1.4916268; 0.0797907; 8.5699805; 2.9817512
873.9808104; 89644.6010509; 43182.6754588; -1.3471675; 0.0629486; 9.2396596; 2.7605958
875.9807665; 89646.5308387; 43183.2254890; -1.2484195; 0.0355840; 9.8190351; 2.6068721
877.9807226; 89648.4330749; 43183.9243373; -1.1942816; 0.0197794; 10.3363780; -0.4434955
879.9806786; 89650.3048150; 43184.6970454; -1.1696064; 0.0043424; 10.2502081; -2.6155118
881.9806347; 89652.1561870; 43185.4796695; -1.1782905; -0.0142997; 9.7265075; -5.7294375
883.9805908; 89654.0028773; 43186.1960974; -1.2321640; -0.0415778; 8.4668590; -7.1943440
885.9805469; 89655.9319660; 43186.7675019; -1.3421401; -0.0680461; 6.5506456; -3.1489773
887.9805030; 89657.9053391; 43187.0485622; -1.5560001; -0.1830591; 5.5059354; -1.0130951
889.9804591; 89659.7820436; 43186.6394570; -2.0329942; -0.2220057; 5.1247472; -0.8027669
891.9804152; 89661.4224110; 43185.4301848; -2.3356447; -0.1006569; 4.8012537; 0.2731377
893.9803713; 89662.7001662; 43183.8549052; -2.6219838; -0.2169351; 4.9137118; 0.1775594
895.9803274; 89663.1506628; 43181.9603477; 3.0660768; -0.2924311; 4.9854574; 0.2471293
897.9802834; 89662.5549821; 43180.1199055; 2.6236738; -0.1869483; 5.0836287; 0.9943888
899.9802395; 89661.3050155; 43178.5816104; 2.3162812; -0.1226434; 5.4608377; 2.1094337
901.9801956; 89659.6750036; 43177.3750995; 2.1136674; -0.0789541; 6.1853293; 3.4267234
903.9801517; 89657.9020348; 43176.4572943; 1.9948106; -0.0439511; 7.2086678; 3.9870841
905.9801078; 89656.0410410; 43175.6952272; 1.9342454; -0.0143228; 8.2409270; 2.8695171
907.9800639; 89654.1676424; 43174.9904158; 1.9373238; 0.0153141; 8.9101455; -3.7671532
909.9800200; 89652.3159711; 43174.2331064; 1.9871753; 0.0346603; 8.0201254; -4.4488544
911.9799761; 89650.5091645; 43173.3371156; 2.0875305; 0.0704747; 6.8210985; -3.4817860
913.9799321; 89648.8718647; 43172.2056933; 2.2814100; 0.1204929; 5.7096888; -0.9171279
915.9798882; 89647.5452187; 43170.7235358; 2.5519162; 0.1511878; 5.3788582; 2.0019989
917.9798443; 89646.6735859; 43168.8968842; 2.8239601; 0.1109485; 6.0778232; 2.3575119
919.9798004; 89646.2745684; 43166.9724293; 3.0804789; 0.1915065; 6.8095356; 1.8161367
921.9797565; 89646.5227188; 43165.0895945; -2.8256859; 0.1820987; 7.3235349; 1.4222418
923.9797126; 89647.4962916; 43163.2718018; -2.4884075; 0.1358192; 7.7021429; 0.9437769
925.9796687; 89648.8845023; 43161.8269251; -2.2779570; 0.0918359; 7.9434268; 0.8720935
927.9796248; 89650.5559692; 43160.6669007; -2.0685235; 0.1108254; 8.1600446; 0.7560637
929.9795808; 89652.3674019; 43159.9073569; -1.8808564; 0.0700036; 8.3432917; -0.3236138
931.9795369; 89654.2715583; 43159.4490646; -1.7228476; 0.0950988; 8.2653547; -1.0900958
933.9794930; 89656.3029861; 43159.3459314; -1.5219269; 0.0900726; 7.9972371; -2.0274267
935.9794491; 89658.2974408; 43159.6207622; -1.3440214; 0.0957315; 7.4730364; -1.8196384
937.9794052; 89660.2786399; 43160.3093486; -1.1295134; 0.0988277; 6.9690659; -0.3200213
939.9793613; 89661.8729336; 43161.2772131; -0.8620838; 0.2911675; 6.8766141; 1.7179228
941.9793174; 89662.9731329; 43162.8118578; -0.4779446; 0.0521938; 7.3593045; 1.9600095
943.9792735; 89663.9248206; 43164.6853502; -0.4974070; -0.0550783; 7.8739588; -4.1270993
945.9792295; 89664.9936114; 43166.4784047; -0.5542311; 0.0083913; 6.7447159; -3.6525556
947.9791856; 89666.0061571; 43168.2544146; -0.5004572; -0.0872897; 5.5570938; -1.5005292
949.9791417; 89667.2418660; 43169.4268791; -1.2881639; -0.4498532; 4.9879160; 1.5643017
951.9790978; 89669.2931776; 43169.5177917; -1.6388665; -0.0593023; 5.5799978; 2.6016432
953.9790539; 89671.3114096; 43169.2622481; -1.7571560; -0.0664044; 6.4453642; 2.2279803
955.9790100; 89673.2761328; 43168.7234887; -1.9305567; -0.0981897; 7.1031293; 2.0275484
957.9789661; 89675.0401629; 43167.8526611; -2.1274828; -0.0979941; 7.6527421; 1.6286279
959.9789222; 89676.6177714; 43166.6398456; -2.3267108; -0.1032774; 8.0671451; 1.4865200
961.9788783; 89677.9244078; 43165.1182390; -2.5355707; -0.0991791; 8.4276200; 1.3795132
963.9788343; 89678.9000718; 43163.3692672; -2.7287626; -0.0957368; 8.7488691; 1.0749230
965.9787904; 89679.5319490; 43161.4435562; -2.9194749; -0.0941367; 8.9912351; 0.9829291
967.9787465; 89679.7789128; 43159.4670112; -3.1199096; -0.1068522; 9.2072764; 0.8096543
969.9787026; 89679.6097347; 43157.4944131; 2.9487577; -0.1069771; 9.3814969; 0.6482615
971.9786587; 89679.0307795; 43155.5938156; 2.7480860; -0.0918908; 9.5186908; -0.6589205
973.9786148; 89678.1126002; 43153.8214869; 2.5839601; -0.0780433; 9.3792244; -1.9374569
975.9785709; 89676.9217074; 43152.2116667; 2.4234618; -0.0829950; 8.9565726; -1.8384080
977.9785270; 89675.4847783; 43150.8185684; 2.2581613; -0.0823950; 8.5362007; -0.2138081
979.9784830; 89673.8403274; 43149.6780625; 2.1002757; -0.0715973; 8.4859595; 0.7557789
981.9784391; 89672.0583946; 43148.7882612; 1.9720446; -0.0582709; 8.6622490; 1.3110846
983.9783952; 89670.1805528; 43148.1079976; 1.8697462; -0.0430990; 8.9598427; 3.7120707
985.9783513; 89668.2733116; 43147.5942737; 1.8050211; -0.0221966; 9.7532937; -0.9663472
987.9783074; 89666.3385322; 43147.1657019; 1.7766454; -0.0093142; 9.5530850; -4.0122354
989.9782635; 89664.3315315; 43146.7617025; 1.7646001; 0.0004394; 8.6725339; -6.4586803
991.9782196; 89662.3273922; 43146.3321642; 1.8181195; 0.0575687; 7.0269973; -3.1888700
993.9781757; 89660.4186732; 43145.6510326; 2.0432997; 0.1538296; 6.0517345; -0.2905901
995.9781317; 89658.8878880; 43144.5298975; 2.3729476; 0.1953445; 5.9549270; 1.5264529
997.9780878; 89657.8126714; 43142.8950964; 2.7237321; 0.1322666; 6.4472345; 2.6322149
999.9780439; 89657.1942426; 43140.9764938; 2.9149989; 0.0688400; 7.2177186; 2.7633378
1001.9780000; 89656.8456334; 43139.0010085; 3.0019310; 0.0205215; 7.9466075; 3.4330228
1003.9779561; 89656.5821245; 43136.9921222; 3.0126134; 0.0002752; 8.7681446; 4.6094077
1005.9779122; 89656.3322872; 43135.0170979; 3.0217949; 0.0088834; 9.7630726; -2.4507235
1007.9778683; 89656.1073671; 43133.0342204; 3.0313415; -0.0017127; 9.2474271; -3.9682188
1009.9778244; 89655.8708887; 43131.0179294; 3.0123760; -0.0203815; 8.3452011; -4.5168431
1011.9777804; 89655.5526757; 43129.0585107; 2.9345820; -0.0644989; 7.1816018; -1.2343230
1013.9777365; 89654.9665793; 43127.1359894; 2.7331003; -0.1336432; 6.8292182; 0.1225624
1015.9776926; 89653.9625095; 43125.4830384; 2.4590952; -0.1336552; 6.8650171; 1.2667564
1017.9776487; 89652.5235976; 43124.0925652; 2.2323352; -0.0967967; 7.2246366; 2.1322456
1019.9776048; 89650.8126812; 43123.0082995; 2.0372443; -0.1006012; 7.7925714; 1.6358572
1021.9775609; 89648.9471982; 43122.2936012; 1.8358647; -0.1012626; 8.2016739; 1.4800341
1023.9775170; 89646.9857372; 43121.9679660; 1.6373655; -0.0941114; 8.5549670; 1.3585435
1025.9774731; 89644.9866362; 43122.0130738; 1.4643152; -0.0784873; 8.8668775; 1.2450257
1027.9774291; 89643.0204602; 43122.3712998; 1.3210628; -0.0658205; 9.1433861; 1.3955829
1029.9773852; 89641.1066673; 43122.9919574; 1.1947886; -0.0612904; 9.4437132; 1.6177300
1031.9773413; 89639.2952771; 43123.8402457; 1.0699081; -0.0632983; 9.7803117; 2.0695715
1033.9772974; 89637.6093201; 43124.9052675; 0.9457297; -0.0607457; 10.1947340; 2.8114829
1035.9772535; 89636.0639560; 43126.1598762; 0.8373801; -0.0454042; 10.7321147; 3.4722206
1037.9772096; 89634.6370315; 43127.5486579; 0.7660582; -0.0290343; 11.3607598; 4.1862303
1039.9771657; 89633.2820818; 43129.0325697; 0.7168974; -0.0202635; 12.0752398; 5.3130702
1041.9771218; 89631.9994785; 43130.5588075; 0.6829708; -0.0138952; 12.9252942; 6.0873585
1043.9770779; 89630.7555443; 43132.1253959; 0.6613375; -0.0075998; 13.8351772; 6.8317606
1045.9770339; 89629.5320827; 43133.7155661; 0.6522793; -0.0016346; 14.7898131; 7.5835760
1047.9769900; 89628.3186358; 43135.3046996; 0.6534902; 0.0028271; 15.7820217; 7.5710923
1049.9769461; 89627.0950150; 43136.8899208; 0.6613624; 0.0034663; 16.7139437; 7.5904309
1051.9769022; 89625.8628433; 43138.4640237; 0.6662722; 0.0015989; 17.5987776; 7.4129645
1053.9768583; 89624.6233539; 43140.0352014; 0.6696494; 0.0017777; 18.4219483; -2.1724482
1055.9768144; 89623.3787232; 43141.6019028; 0.6725727; 0.0005268; 18.1845697; -9.2616686
1057.9767705; 89622.1344562; 43143.1650015; 0.6712636; -0.0018151; 17.1357146; -9.8796287
1059.9767266; 89620.8935310; 43144.7351613; 0.6657138; -0.0037364; 15.9409871; -9.0210272
1061.9766826; 89619.6656914; 43146.3136577; 0.6550690; -0.0077832; 14.7658983; -8.2312489
1063.9766387; 89618.4642199; 43147.9091652; 0.6340304; -0.0125142; 13.6054209; -7.5165726
1065.9765948; 89617.3005324; 43149.5308201; 0.6117948; -0.0096566; 12.4515802; -6.4785038
1067.9765509; 89616.1730137; 43151.1733466; 0.5878456; -0.0189587; 11.3634679; -5.6161601
1069.9765070; 89615.0986208; 43152.8736483; 0.5340366; -0.0354735; 10.3278388; -4.5540302
1071.9764631; 89614.1583151; 43154.6410949; 0.4337899; -0.0656259; 9.4047081; -5.0917858
1073.9764192; 89613.4573414; 43156.5216392; 0.2702452; -0.0946199; 8.2511719; -4.9850743
1075.9763753; 89613.1271773; 43158.4800668; 0.0543530; -0.1222569; 6.9384421; -1.8185481
1077.9763313; 89613.2756352; 43160.4820742; -0.2097266; -0.1441156; 6.3928042; -1.2099599
1079.9762874; 89613.9928219; 43162.3709935; -0.5103337; -0.1314461; 6.0023506; -0.3348380
1081.9762435; 89615.1723653; 43163.9797300; -0.7543990; -0.1407449; 5.8897275; 1.6556337
1083.9761996; 89616.7266627; 43165.1150168; -1.1799394; -0.3079735; 6.4273851; 1.6600471
1085.9761557; 89618.7049602; 43165.3108025; -1.6961096; -0.1427029; 6.9246893; 1.1412671
1087.9761118; 89620.5972940; 43164.8733691; -1.8804206; -0.0758633; 7.2468125; 1.1536266
1089.9760679; 89622.5173856; 43164.0787699; -2.0526783; -0.0923450; 7.5584850; 1.1521700
1091.9760240; 89624.1781927; 43162.9963362; -2.2470604; -0.1010767; 7.8574344; 1.4764556
1093.9759800; 89625.6075677; 43161.6049722; -2.4308792; -0.0810157; 8.2246561; 1.7904839
1095.9759361; 89626.7954374; 43159.9939731; -2.5764067; -0.0650404; 8.6490893; 2.4160780
1097.9758922; 89627.7633593; 43158.2468716; -2.6888991; -0.0469866; 9.1908022; 3.3895241
1099.9758483; 89628.5631143; 43156.4162219; -2.7647646; -0.0294124; 9.9009416; 4.2545896
1101.9758044; 89629.2542438; 43154.5411668; -2.8066911; -0.0138274; 10.7259792; 5.8081361
